,country_code,ano,producao_total(t),area_total_de_producao(ha)
2109,COM,1962,37648.0,15190.0
2110,COM,1963,38807.0,16540.0
2111,COM,1964,41125.0,17090.0
2112,COM,1965,44517.0,19590.0
2113,COM,1966,45784.0,20890.0
2114,COM,1967,45525.0,20140.0
2115,COM,1968,45048.0,18390.0
2116,COM,1969,44657.0,18590.0
2117,COM,1970,45144.0,18790.0
2118,COM,1971,43756.0,18890.0
2119,COM,1972,45607.0,19315.0
2120,COM,1973,47784.0,19640.0
2121,COM,1974,49760.0,20270.0
2122,COM,1975,50536.0,20600.0
2123,COM,1976,51882.0,21530.0
2124,COM,1977,58298.0,22455.0
2125,COM,1978,60492.0,23685.0
2126,COM,1979,61380.0,25315.0
2127,COM,1980,62764.0,25640.0
2128,COM,1981,63075.0,26170.0
2129,COM,1982,64775.0,28585.0
2130,COM,1983,65445.0,27600.0
2131,COM,1984,65890.0,27615.0
2132,COM,1985,67222.0,29440.0
2133,COM,1986,69780.0,30852.0
2134,COM,1987,78205.0,32502.0
2135,COM,1988,79832.0,33042.0
2136,COM,1989,82840.0,33715.0
2137,COM,1990,86360.0,35891.0
2138,COM,1991,76302.05,27853.0
2139,COM,1992,77452.59999999999,28409.0
2140,COM,1993,77909.39,28943.0
2141,COM,1994,82697.55,29086.0
2142,COM,1995,83427.29000000001,29375.0
2143,COM,1996,85038.31,30196.0
2144,COM,1997,81651.86,30971.0
2145,COM,1998,86916.08,32060.0
2146,COM,1999,88910.87,32286.0
2147,COM,2000,90271.57999999999,32902.0
2148,COM,2001,91727.72,33983.0
2149,COM,2002,88053.29999999999,33851.0
2150,COM,2003,90677.08000000002,34893.0
2151,COM,2004,92830.87000000002,35375.0
2152,COM,2005,99229.87,38932.0
2153,COM,2006,122165.75,60738.0
2154,COM,2007,129778.59,60706.0
2155,COM,2008,137778.40000000002,60951.0
2156,COM,2009,147135.79,61329.0
2157,COM,2010,152869.08,62259.0
2158,COM,2011,153942.99000000002,61765.0
2159,COM,2012,156022.51,61982.0
2160,COM,2013,155594.06999999998,60859.0
2161,COM,2014,150612.2,59259.0
2162,COM,2015,153511.9,58568.0
2163,COM,2016,156003.34,57731.0
2164,COM,2017,158557.91,56820.0
2165,COM,2018,161129.84,56199.0
2166,COM,2019,163814.11,55396.0
2167,COM,2020,166541.72,54451.0
2168,COM,2021,169184.75,53704.0
2169,COM,2022,171060.46,53258.0
2170,COG,1961,333869.0,73700.0
2171,COG,1962,381087.0,79250.0
2172,COG,1963,472455.0,71870.0
2173,COG,1964,522787.0,71630.0
2174,COG,1965,617249.0,73480.0
2175,COG,1966,820812.0,76340.0
2176,COG,1967,1217953.0,82840.0
2177,COG,1968,1120313.0,86810.0
2178,COG,1969,1070393.0,87250.0
2179,COG,1970,948712.0,83866.0
2180,COG,1971,856117.0,92410.0
2181,COG,1972,540368.0,91860.0
2182,COG,1973,605890.0,96376.0
2183,COG,1974,600747.0,98511.0
2184,COG,1975,586072.0,97569.0
2185,COG,1976,570473.0,99881.0
2186,COG,1977,483437.07999999996,100239.0
2187,COG,1978,368348.0,92000.0
2188,COG,1979,392437.0,85030.0
2189,COG,1980,392948.0,69666.0
2190,COG,1981,441641.0,72360.0
2191,COG,1982,615828.0,76310.0
2192,COG,1983,533599.0,80719.0
2193,COG,1984,666283.0,91066.0
2194,COG,1985,816042.0,97697.0
2195,COG,1986,705341.0,98493.0
2196,COG,1987,608613.0,96784.0
2197,COG,1988,677802.0,101132.0
2198,COG,1989,707210.0,100607.0
2199,COG,1990,555353.0,84679.0
2200,COG,1991,719261.7,92836.0
2201,COG,1992,726859.24,90919.0
2202,COG,1993,638621.2899999999,91092.0
2203,COG,1994,636471.22,91891.0
2204,COG,1995,743912.0700000001,92550.0
2205,COG,1996,803374.9,92924.0
2206,COG,1997,746271.3200000001,95784.0
2207,COG,1998,798829.35,87482.0
2208,COG,1999,778543.72,105171.0
2209,COG,2000,836302.03,108458.0
2210,COG,2001,852436.6599999999,119169.0
2211,COG,2002,877527.96,123188.0
2212,COG,2003,1033720.11,132017.0
2213,COG,2004,1058856.82,134566.0
2214,COG,2005,1050758.3599999999,134530.0
2215,COG,2006,1012042.98,133289.0
2216,COG,2007,1004456.48,135348.0
2217,COG,2008,1037775.05,142078.0
2218,COG,2009,1153913.8,147660.0
2219,COG,2010,1224232.81,153700.0
2220,COG,2011,1252108.09,158392.0
2221,COG,2012,1333324.9000000001,154776.0
2222,COG,2013,1405447.28,157711.0
2223,COG,2014,1222298.8599999999,156669.0
2224,COG,2015,1204862.6800000004,157020.0
2225,COG,2016,1304781.16,157508.0
2226,COG,2017,1472806.17,159613.0
2227,COG,2018,1491471.5799999998,160961.0
2228,COG,2019,1437043.44,161430.0
2229,COG,2020,1454981.05,161221.0
2230,COG,2021,1519392.4000000004,162317.0
2231,COG,2022,1064431.19,162247.0
2232,CRI,1961,1784540.6099999999,196074.0
2233,CRI,1962,1893134.3399999999,211016.0
2234,CRI,1963,2075584.4700000002,219451.0
2235,CRI,1964,2210099.0300000003,230974.0
2236,CRI,1965,2354122.35,227229.0
2237,CRI,1966,2721125.2199999997,233329.0
2238,CRI,1967,2760784.2800000003,231179.0
2239,CRI,1968,3070393.37,224160.0
2240,CRI,1969,3294783.45,233350.0
2241,CRI,1970,3823129.55,229095.0
2242,CRI,1971,3911131.04,203106.0
2243,CRI,1972,4166128.62,219608.0
2244,CRI,1973,4264707.75,246315.0
2245,CRI,1974,3988271.77,248390.0
2246,CRI,1975,4291889.38,270627.0
2247,CRI,1976,4200255.99,267978.0
2248,CRI,1977,4429424.44,239958.0
2249,CRI,1978,4577958.32,233594.0
2250,CRI,1979,4627507.29,242135.0
2251,CRI,1980,4479594.94,213160.0
2252,CRI,1981,4535319.16,245054.0
2253,CRI,1982,4383163.57,261575.0
2254,CRI,1983,4634682.48,266318.0
2255,CRI,1984,5086044.83,275776.0
2256,CRI,1985,4935248.96,286348.0
2257,CRI,1986,4900605.2700000005,289449.0
2258,CRI,1987,4781074.41,274021.0
2259,CRI,1988,4893221.02,269738.0
2260,CRI,1989,4936803.09,248025.0
2261,CRI,1990,5545553.38,260620.0
2262,CRI,1991,5812262.28,269095.0
2263,CRI,1992,6282833.41,271023.0
2264,CRI,1993,6496952.27,265899.0
2265,CRI,1994,6647539.2,277827.0
2266,CRI,1995,7320602.43,276481.0
2267,CRI,1996,7280856.02,275444.0
2268,CRI,1997,7888130.85,286859.0
2269,CRI,1998,8246358.24,276267.0
2270,CRI,1999,8042602.17,293979.0
2271,CRI,2000,8065952.99,281079.0
2272,CRI,2001,8258762.6899999995,264576.0
2273,CRI,2002,7793057.07,242903.0
2274,CRI,2003,8650148.43,255693.0
2275,CRI,2004,8569676.870000001,256166.0
2276,CRI,2005,8107917.63,252550.0
2277,CRI,2006,9348105.08,253180.0
2278,CRI,2007,9395249.01,259052.0
2279,CRI,2008,8580531.64,261549.0
2280,CRI,2009,8397576.190000001,273884.0
2281,CRI,2010,8033541.370000001,292485.0
2282,CRI,2011,7829925.970000001,292089.0
2283,CRI,2012,8664557.809999999,264718.0
2284,CRI,2013,9288880.94,282143.0
2285,CRI,2014,9386423.200000001,274707.0
2286,CRI,2015,9240636.059999999,284969.0
2287,CRI,2016,9469326.87,291330.0
2288,CRI,2017,9265679.170000002,279105.0
2289,CRI,2018,9088172.010000002,265025.0
2290,CRI,2019,8576836.83,257298.0
2291,CRI,2020,9207771.33,256799.0
2292,CRI,2021,8885082.62,250921.0
2293,CRI,2022,7669507.770000001,248502.0
2294,HRV,1961,,
2295,HRV,1962,,
2296,HRV,1963,,
2297,HRV,1964,,
2298,HRV,1965,,
2299,HRV,1966,,
2300,HRV,1967,,
2301,HRV,1968,,
2302,HRV,1969,,
2303,HRV,1970,,
2304,HRV,1971,,
2305,HRV,1972,,
2306,HRV,1973,,
2307,HRV,1974,,
2308,HRV,1975,,
2309,HRV,1976,,
2310,HRV,1977,,
2311,HRV,1978,,
2312,HRV,1979,,
2313,HRV,1980,,
2314,HRV,1981,,
2315,HRV,1982,,
2316,HRV,1983,,
2317,HRV,1984,,
2318,HRV,1985,,
2319,HRV,1986,,
2320,HRV,1987,,
2321,HRV,1988,,
2322,HRV,1989,,
2323,HRV,1990,,
2324,HRV,1991,,
2325,HRV,1992,4603080.16,837697.0
2326,HRV,1993,5054505.01,893912.29
2327,HRV,1994,5101064.24,876509.0
2328,HRV,1995,5591057.16,884156.0
2329,HRV,1996,5929426.63,884270.0
2330,HRV,1997,6296769.43,890961.0
2331,HRV,1998,6904705.67,981858.0
2332,HRV,1999,6461851.4,935055.0
2333,HRV,2000,4344256.24,754277.0
2334,HRV,2001,5525078.19,777469.0
2335,HRV,2002,6125371.14,774529.0
2336,HRV,2003,4087028.98,757616.06
2337,HRV,2004,5685763.42,714429.36
2338,HRV,2005,5834357.320000001,720920.34
2339,HRV,2006,6159659.75,728976.31
2340,HRV,2007,5701609.25,716684.28
2341,HRV,2008,6638732.03,726973.25
2342,HRV,2009,6276578.82,718845.22
2343,HRV,2010,5742566.68,689370.22
2344,HRV,2011,5614334.779999999,684692.21
2345,HRV,2012,5036193.38,725134.21
2346,HRV,2013,5797465.39,720912.21
2347,HRV,2014,5840185.279999999,625386.22
2348,HRV,2015,4887616.74,616136.3200000001
2349,HRV,2016,6104094.0,657033.28
2350,HRV,2017,5297801.74,589792.29
2351,HRV,2018,5450896.38,577680.0
2352,HRV,2019,5425463.6,604040.0
2353,HRV,2020,5752170.0,659550.0
2354,HRV,2021,5489460.21,647670.0
2355,HRV,2022,4246130.0,654730.0
2356,CUB,1961,65649586.0,1730522.0
2357,CUB,1962,44002286.0,1649102.0
2358,CUB,1963,37540091.0,1535599.0
2359,CUB,1964,43943336.0,1399834.0
2360,CUB,1965,59904064.0,1390556.0
2361,CUB,1966,44487051.0,1345461.0
2362,CUB,1967,60388358.0,1422204.0
2363,CUB,1968,53621085.0,1431216.0
2364,CUB,1969,50966466.0,1338694.0
2365,CUB,1970,95366051.0,1948030.0
2366,CUB,1971,64020554.0,1783206.0
2367,CUB,1972,54168814.0,1752066.0
2368,CUB,1973,58681181.0,1666168.0
2369,CUB,1974,62454709.0,1668539.0
2370,CUB,1975,62433185.0,1635763.0
2371,CUB,1976,63315430.0,1659832.0
2372,CUB,1977,70943640.0,1569688.0
2373,CUB,1978,81478147.0,1654943.0
2374,CUB,1979,89534927.0,1731303.0
2375,CUB,1980,75293194.0,1840479.0
2376,CUB,1981,79152891.0,1664783.0
2377,CUB,1982,86095234.0,1797194.0
2378,CUB,1983,81709896.0,1672247.0
2379,CUB,1984,90393788.0,1826255.0
2380,CUB,1985,80267292.0,1891295.0
2381,CUB,1986,81105200.0,1883678.0
2382,CUB,1987,82982003.0,1896367.0
2383,CUB,1988,87140020.0,1847793.0
2384,CUB,1989,93928274.0,1932903.0
2385,CUB,1990,94955816.0,2016278.0
2386,CUB,1991,92040062.88,2048002.0
2387,CUB,1992,78059472.0,2170105.0
2388,CUB,1993,51319170.0,1842795.0
2389,CUB,1994,50528616.0,1978299.0
2390,CUB,1995,40050663.730000004,1826817.0
2391,CUB,1996,49672805.46,2001109.0
2392,CUB,1997,47232723.37,2013829.0
2393,CUB,1998,39843968.21,1808373.0
2394,CUB,1999,42937431.0,1698464.0
2395,CUB,2000,46876579.0,1841011.0
2396,CUB,2001,42625204.230000004,1810058.0
2397,CUB,2002,45708627.07,1878763.0
2398,CUB,2003,32374414.990000002,1539126.0
2399,CUB,2004,34655578.6,1585202.0
2400,CUB,2005,20177182.91,1363465.0
2401,CUB,2006,17816096.92,1148705.0
2402,CUB,2007,18942958.509999998,1134717.0
2403,CUB,2008,22686549.93,1217795.0
2404,CUB,2009,22178237.59,1523083.0
2405,CUB,2010,17788210.78,1401830.0
2406,CUB,2011,18301212.73,1369320.0
2407,CUB,2012,21565519.810000002,1220111.0
2408,CUB,2013,23279990.45,1282748.0
2409,CUB,2014,24813858.35,1177925.0
2410,CUB,2015,26394766.529999997,1089265.0
2411,CUB,2016,25051998.990000002,1146187.0
2412,CUB,2017,26880685.77,1190773.0
2413,CUB,2018,18814774.689999998,1036973.0
2414,CUB,2019,22884574.65,1026971.0
2415,CUB,2020,18880157.5,922369.0
2416,CUB,2021,15194543.43,861566.0
2417,CUB,2022,13408981.719999999,750003.0
2418,CYP,1961,507885.0,244244.0
2419,CYP,1962,585933.0,246336.0
2420,CYP,1963,562730.0,251437.0
2421,CYP,1964,534333.0,249665.0
2422,CYP,1965,738076.0,251783.0
2423,CYP,1966,635888.0,249111.0
2424,CYP,1967,812938.0,253500.0
2425,CYP,1968,770510.0,263065.0
2426,CYP,1969,870860.0,260113.0
2427,CYP,1970,797100.0,282667.0
2428,CYP,1971,981150.0,292879.0
2429,CYP,1972,900259.0,283133.0
2430,CYP,1973,678413.0,290244.0
2431,CYP,1974,848050.0,279224.0
2432,CYP,1975,562652.0,149113.0
2433,CYP,1976,653034.0,159181.0
2434,CYP,1977,663571.0,159757.0
2435,CYP,1978,632681.0,118941.0
2436,CYP,1979,685964.0,117769.0
2437,CYP,1980,709870.0,120827.0
2438,CYP,1981,702381.0,119806.0
2439,CYP,1982,708562.0,122007.0
2440,CYP,1983,705033.0,123001.0
2441,CYP,1984,742381.0,124772.0
2442,CYP,1985,720024.0,118680.0
2443,CYP,1986,655052.0,116073.0
2444,CYP,1987,722996.0,117879.0
2445,CYP,1988,797324.0,121815.0
2446,CYP,1989,854499.0,121367.0
2447,CYP,1990,773390.0,117618.0
2448,CYP,1991,638015.0,107068.0
2449,CYP,1992,828791.0,122798.0
2450,CYP,1993,853055.28,123863.0
2451,CYP,1994,683701.47,114160.0
2452,CYP,1995,837231.53,114631.0
2453,CYP,1996,806538.0,112753.0
2454,CYP,1997,544430.74,93609.0
2455,CYP,1998,663222.0,110276.0
2456,CYP,1999,754899.01,109010.0
2457,CYP,2000,617268.9199999999,101404.0
2458,CYP,2001,680682.97,104768.0
2459,CYP,2002,726926.96,106012.0
2460,CYP,2003,706730.52,121856.0
2461,CYP,2004,700539.54,119704.0
2462,CYP,2005,621031.12,109080.0
2463,CYP,2006,578899.28,102437.0
2464,CYP,2007,571177.53,84130.0
2465,CYP,2008,439231.25,74829.0
2466,CYP,2009,466681.22000000003,72212.0
2467,CYP,2010,452638.52,68495.0
2468,CYP,2011,506731.81999999995,71997.0
2469,CYP,2012,461733.86,72118.0
2470,CYP,2013,426935.72,63540.0
2471,CYP,2014,411835.37000000005,58550.0
2472,CYP,2015,475896.94,65834.0
2473,CYP,2016,385557.39999999997,56564.0
2474,CYP,2017,398917.48,51015.0
2475,CYP,2018,369735.61,54821.0
2476,CYP,2019,376328.67000000004,54116.0
2477,CYP,2020,367958.81,55437.0
2478,CYP,2021,364620.02,55093.0
2479,CYP,2022,323010.0,53010.0
2480,CZE,1961,,
2481,CZE,1962,,
2482,CZE,1963,,
2483,CZE,1964,,
2484,CZE,1965,,
2485,CZE,1966,,
2486,CZE,1967,,
2487,CZE,1968,,
2488,CZE,1969,,
2489,CZE,1970,,
2490,CZE,1971,,
2491,CZE,1972,,
2492,CZE,1973,,
2493,CZE,1974,,
2494,CZE,1975,,
2495,CZE,1976,,
2496,CZE,1977,,
2497,CZE,1978,,
2498,CZE,1979,,
2499,CZE,1980,,
2500,CZE,1981,,
2501,CZE,1982,,
2502,CZE,1983,,
2503,CZE,1984,,
2504,CZE,1985,,
2505,CZE,1986,,
2506,CZE,1987,,
2507,CZE,1988,,
2508,CZE,1989,,
2509,CZE,1990,,
2510,CZE,1991,,
2511,CZE,1992,,
2512,CZE,1993,16629700.3,1864038.0
2513,CZE,1994,14449136.64,1875643.0
2514,CZE,1995,14965866.55,1796324.0
2515,CZE,1996,16319695.65,1842897.0
2516,CZE,1997,15530171.91,1900724.0
2517,CZE,1998,14950790.5,1870516.0
2518,CZE,1999,14275684.870000001,1820302.0
2519,CZE,2000,13996991.58,1862457.0
2520,CZE,2001,15121216.629999999,1814532.0
2521,CZE,2002,14449155.620000001,1718377.0
2522,CZE,2003,12900489.59,1665942.0
2523,CZE,2004,15997453.25,1744854.0
2524,CZE,2005,15035439.96,1740270.0
2525,CZE,2006,13299936.29,1696045.0
2526,CZE,2007,13425314.469999999,1685127.0
2527,CZE,2008,14646400.46,1641112.0
2528,CZE,2009,14245382.270000001,1658241.0
2529,CZE,2010,13077056.450000001,1584722.0
2530,CZE,2011,15727704.92,1600898.0
2531,CZE,2012,13748539.02,1559914.0
2532,CZE,2013,14370538.04,1504523.0
2533,CZE,2014,16584397.240000002,1514996.0
2534,CZE,2015,14970493.36,1494543.0
2535,CZE,2016,16477924.96,1466665.0
2536,CZE,2017,15656771.38,1476885.0
2537,CZE,2018,14339425.399999999,1422600.0
2538,CZE,2019,14866837.100000001,1415360.0
2539,CZE,2020,15261119.719999999,1405980.0
2540,CZE,2021,16009441.23,1422590.0
2541,CZE,2022,13111311.0,1464230.0
2542,CIV,1961,1733613.08,701478.0
2543,CIV,1962,1980562.08,823942.0
2544,CIV,1963,2023104.3599999999,840985.0
2545,CIV,1964,2096576.26,882916.0
2546,CIV,1965,2141318.7199999997,878014.0
2547,CIV,1966,2235550.42,885802.0
2548,CIV,1967,2396636.2800000003,941648.0
2549,CIV,1968,2487849.2800000003,962145.0
2550,CIV,1969,2646684.58,1029053.0
2551,CIV,1970,2688004.88,997556.0
2552,CIV,1971,2856668.7,989586.0
2553,CIV,1972,2778816.9,996338.0
2554,CIV,1973,3086877.2,1047304.0
2555,CIV,1974,3488166.08,1121849.0
2556,CIV,1975,3830441.0,1344393.0
2557,CIV,1976,3858852.06,1375869.0
2558,CIV,1977,3898459.36,1421114.0
2559,CIV,1978,4122468.58,1481641.0
2560,CIV,1979,4610245.5,1538304.0
2561,CIV,1980,5769558.26,1295400.0
2562,CIV,1981,6148348.04,1314984.0
2563,CIV,1982,6590913.6,1380253.0
2564,CIV,1983,6433464.26,1461458.0
2565,CIV,1984,6385029.04,1549390.0
2566,CIV,1985,6097991.4,1602531.0
2567,CIV,1986,6432894.5,1749469.0
2568,CIV,1987,6673074.34,1829762.0
2569,CIV,1988,6874036.96,1867440.0
2570,CIV,1989,7045280.66,1904790.0
2571,CIV,1990,7339040.48,1749644.0
2572,CIV,1991,7522644.239999999,1808936.0
2573,CIV,1992,7739187.77,1853125.0
2574,CIV,1993,7693796.64,1701219.0
2575,CIV,1994,7728198.69,1841655.0
2576,CIV,1995,7834098.11,1854961.0
2577,CIV,1996,8112943.04,1703336.0
2578,CIV,1997,8445445.97,1754731.0
2579,CIV,1998,8516644.5,1726989.0
2580,CIV,1999,9153969.53,1659580.0
2581,CIV,2000,9535024.17,1672209.0
2582,CIV,2001,9696214.42,1712027.0
2583,CIV,2002,9986905.379999999,1720979.0
2584,CIV,2003,9710291.19,1672899.0
2585,CIV,2004,9983010.51,1757160.0
2586,CIV,2005,10361908.57,1824235.0
2587,CIV,2006,10809105.05,1895260.0
2588,CIV,2007,10752426.68,1939838.0
2589,CIV,2008,11230106.83,2075765.0
2590,CIV,2009,10625330.46,2152103.0
2591,CIV,2010,11630669.53,2230794.0
2592,CIV,2011,11767854.629999999,2210674.0
2593,CIV,2012,12715131.809999999,2498641.0
2594,CIV,2013,13313969.39,2661100.0
2595,CIV,2014,14321126.15,2832661.0
2596,CIV,2015,15057851.08,3217135.0
2597,CIV,2016,15107753.39,3289818.0
2598,CIV,2017,15789075.27,3495639.0
2599,CIV,2018,16167892.560000002,3566537.0
2600,CIV,2019,16737544.04,3620628.0
2601,CIV,2020,16814497.57,3700970.0
2602,CIV,2021,17282786.0,3860759.0
2603,CIV,2022,16062115.549999999,4117156.0
2604,COD,1961,2638043.65,1393988.0
2605,COD,1962,2715031.48,1388413.0
2606,COD,1963,2676364.83,1345050.0
2607,COD,1964,2570975.7800000003,1343965.0
2608,COD,1965,2625820.25,1401829.0
2609,COD,1966,2765939.98,1504892.0
2610,COD,1967,2955726.87,1556927.0
2611,COD,1968,3200402.9000000004,1720236.0
2612,COD,1969,3368019.7,1746334.0
2613,COD,1970,3518163.1100000003,1792192.0
2614,COD,1971,3583334.58,1817032.0
2615,COD,1972,3763552.8200000003,1839266.0
2616,COD,1973,3943558.3,1875846.0
2617,COD,1974,4155510.34,1927239.0
2618,COD,1975,4140440.43,1973861.0
2619,COD,1976,4061915.4400000004,2010580.0
2620,COD,1977,4014536.52,2036970.0
2621,COD,1978,3697501.86,2043190.0
2622,COD,1979,3853108.26,2077220.0
2623,COD,1980,4170864.4299999997,2156513.0
2624,COD,1981,4309903.73,2214503.0
2625,COD,1982,4441405.29,2274125.0
2626,COD,1983,4607655.47,2339973.0
2627,COD,1984,4977397.65,2391573.0
2628,COD,1985,5094092.66,2591013.0
2629,COD,1986,5070381.6,2657073.0
2630,COD,1987,5455848.47,2654013.0
2631,COD,1988,5565477.47,2817753.0
2632,COD,1989,5701029.33,2963273.0
2633,COD,1990,6214053.25,3133951.0
2634,COD,1991,6354057.380000001,3259500.0
2635,COD,1992,6463809.43,3403266.0
2636,COD,1993,6825387.359999999,3627741.0
2637,COD,1994,6937511.609999999,3708812.0
2638,COD,1995,6051933.48,3114780.0
2639,COD,1996,6027893.5600000005,3166851.0
2640,COD,1997,6026115.09,3120077.0
2641,COD,1998,6156265.08,3230739.0
2642,COD,1999,6068252.02,3218659.0
2643,COD,2000,6065219.52,3163221.0
2644,COD,2001,5922560.0,3114867.0
2645,COD,2002,6011518.459999999,3110190.0
2646,COD,2003,6046761.609999999,3131522.0
2647,COD,2004,6133010.09,3159584.0
2648,COD,2005,6206494.130000001,3203735.0
2649,COD,2006,6214018.43,3199848.0
2650,COD,2007,6503662.049999999,3240433.0
2651,COD,2008,6783543.37,3260359.0
2652,COD,2009,6875495.390000001,3288892.0
2653,COD,2010,8869333.459999999,4726380.0
2654,COD,2011,9127104.479999999,5108886.0
2655,COD,2012,9245104.219999999,5118392.0
2656,COD,2013,9624492.99,5400869.0
2657,COD,2014,9920060.770000001,5743046.0
2658,COD,2015,10011107.77,5795090.0
2659,COD,2016,10055988.649999999,5920834.0
2660,COD,2017,10242652.860000001,6099289.0
2661,COD,2018,10470180.13,6132120.0
2662,COD,2019,10642466.94,6089324.0
2663,COD,2020,11201794.660000002,6058583.0
2664,COD,2021,11365775.870000001,6231826.0
2665,COD,2022,10282541.999999998,6730533.0
2666,DNK,1961,8103153.49,1251996.0
2667,DNK,1962,8416312.96,1293899.0
2668,DNK,1963,9994124.120000001,1424547.0
2669,DNK,1964,11229929.57,1453684.0
2670,DNK,1965,9630093.73,1495762.0
2671,DNK,1966,10067664.44,1560861.0
2672,DNK,1967,10267476.75,1622753.0
2673,DNK,1968,11046465.49,1688617.0
2674,DNK,1969,10774879.94,1737093.0
2675,DNK,1970,10640913.989999998,1773974.0
2676,DNK,1971,11275104.23,1790615.0
2677,DNK,1972,11499600.48,1810931.0
2678,DNK,1973,11622368.94,1814249.0
2679,DNK,1974,12564588.440000001,1799498.0
2680,DNK,1975,11816195.379999999,1787276.0
2681,DNK,1976,11142971.17,1835432.0
2682,DNK,1977,13662905.11,1860142.0
2683,DNK,1978,13094051.16,1882143.0
2684,DNK,1979,13365011.469999999,1897271.0
2685,DNK,1980,12744890.5,1878587.0
2686,DNK,1981,13428357.3,1861789.0
2687,DNK,1982,14726224.780000001,1837164.0
2688,DNK,1983,11391411.9,1737117.0
2689,DNK,1984,15548577.36,1677790.0
2690,DNK,1985,14093109.01,1603089.0
2691,DNK,1986,13847997.989999998,1591034.0
2692,DNK,1987,12117034.600000001,1483013.0
2693,DNK,1988,14395400.58,1628944.0
2694,DNK,1989,14933477.67,1585344.0
2695,DNK,1990,16149359.17,1585527.0
2696,DNK,1991,15558548.010000002,1611062.0
2697,DNK,1992,13378992.280000001,1664805.0
2698,DNK,1993,15308052.41,1501472.0
2699,DNK,1994,13820850.879999999,1447218.0
2700,DNK,1995,15147638.690000001,1489520.0
2701,DNK,1996,15521546.91,1585903.0
2702,DNK,1997,15924299.74,1563887.0
2703,DNK,1998,15447182.84,1518174.0
2704,DNK,1999,15215213.469999999,1517961.0
2705,DNK,2000,15651706.899999999,1529717.0
2706,DNK,2001,15227363.97,1547274.0
2707,DNK,2002,15141608.4,1566506.0
2708,DNK,2003,14835339.86,1526975.0
2709,DNK,2004,14870777.48,1531080.0
2710,DNK,2005,15145483.2,1551973.0
2711,DNK,2006,13633689.6,1529129.0
2712,DNK,2007,13415435.66,1480681.0
2713,DNK,2008,14093201.030000001,1530868.0
2714,DNK,2009,14673935.23,1491872.0
2715,DNK,2010,13575766.43,1499822.0
2716,DNK,2011,14299995.489999998,1506580.0
2717,DNK,2012,14882907.47,1504813.0
2718,DNK,2013,13915379.86,1428187.0
2719,DNK,2014,15007562.49,1416558.0
2720,DNK,2015,14047297.77,1405050.0
2721,DNK,2016,14383192.89,1459418.0
2722,DNK,2017,15451122.440000001,1436247.0
2723,DNK,2018,11815700.879999999,1434980.0
2724,DNK,2019,14792702.84,1327540.0
2725,DNK,2020,15544064.92,1365530.0
2726,DNK,2021,16723185.17,1359900.0
2727,DNK,2022,13992670.0,1310860.0
2728,DJI,1961,1061.0,200.0
2729,DJI,1962,1061.0,200.0
2730,DJI,1963,1061.0,200.0
2731,DJI,1964,1172.0,200.0
2732,DJI,1965,1472.0,280.0
2733,DJI,1966,1572.0,290.0
2734,DJI,1967,1672.0,310.0
2735,DJI,1968,1773.0,330.0
2736,DJI,1969,1773.0,340.0
2737,DJI,1970,1884.0,350.0
2738,DJI,1971,1884.0,350.0
2739,DJI,1972,2085.0,460.0
2740,DJI,1973,2199.0,470.0
2741,DJI,1974,2409.0,480.0
2742,DJI,1975,2419.0,480.0
2743,DJI,1976,2639.0,530.0
2744,DJI,1977,2845.0,570.0
2745,DJI,1978,3147.0,600.0
2746,DJI,1979,4595.0,900.0
2747,DJI,1980,16789.35,3300.0
2748,DJI,1981,17263.5,3402.0
2749,DJI,1982,18473.6,3502.0
2750,DJI,1983,18530.75,3502.0
2751,DJI,1984,20860.9,3803.0
2752,DJI,1985,21507.0,4084.0
2753,DJI,1986,23538.3,4486.0
2754,DJI,1987,23457.65,4561.0
2755,DJI,1988,21252.75,4107.0
2756,DJI,1989,23221.75,4748.0
2757,DJI,1990,24419.9,11655.0
2758,DJI,1991,23879.0,12020.0
2759,DJI,1992,24919.46,12167.0
2760,DJI,1993,24842.159999999996,12094.0
2761,DJI,1994,25470.420000000002,12160.0
2762,DJI,1995,25880.22,12115.0
2763,DJI,1996,26217.14,12193.0
2764,DJI,1997,27281.1,12382.0
2765,DJI,1998,27657.61,12462.0
2766,DJI,1999,28620.030000000002,12989.0
2767,DJI,2000,29180.89,13426.0
2768,DJI,2001,29994.480000000003,13946.0
2769,DJI,2002,30954.249999999996,14357.0
2770,DJI,2003,29895.83,10637.0
2771,DJI,2004,31518.79,12553.0
2772,DJI,2005,31511.94,12647.0
2773,DJI,2006,30170.57,10599.0
2774,DJI,2007,32662.99,12014.0
2775,DJI,2008,34012.5,12123.0
2776,DJI,2009,35193.38,12343.0
2777,DJI,2010,35880.92,11452.0
2778,DJI,2011,37279.92,11697.0
2779,DJI,2012,42503.42,13876.0
2780,DJI,2013,39620.62999999999,13870.0
2781,DJI,2014,40249.4,13152.0
2782,DJI,2015,41539.25000000001,12885.0
2783,DJI,2016,40697.850000000006,13424.0
2784,DJI,2017,46367.490000000005,27255.0
2785,DJI,2018,49732.119999999995,35575.0
2786,DJI,2019,54807.670000000006,50911.0
2787,DJI,2020,56231.99,56967.0
2788,DJI,2021,52507.329999999994,44080.0
2789,DJI,2022,50125.38,36333.0
2790,DOM,1961,9859382.98,357728.0
2791,DOM,1962,10162300.6,380330.0
2792,DOM,1963,9361541.0,337487.0
