,Area,Item,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
654,Senegal,All sectors with LULUCF,6850.2928,6577.8814,6951.4298,7378.1698,8102.6368,8784.1314,8939.8704,8903.0826,9246.2982,9373.6216,9610.203,9069.1254,8430.0408,8604.7704,8829.4054,9037.8952,9211.4826,9515.4278,9306.3024,8585.5028,8761.4544,8954.1484,8421.2966,8472.187,9216.1914,10023.7872,10652.2752,10611.6044,10944.2574,38492.9785,39499.0132,39962.4636,40774.034700000004,41779.0351,41244.679,44496.5734,43917.14,45972.678100000005,50278.1528,50175.4648,47620.7583,47109.979999999996,46902.5561,49854.128800000006,51341.144100000005,50682.5423,50820.009099999996,52012.038100000005,52678.0396,58968.619699999996,56951.2366,55230.7254,56878.6609,58317.5269,59991.9113,62766.706,62030.38710000001,64096.303400000004,67043.515,69402.7522,70770.5208
655,Senegal,All sectors without LULUCF,6850.2928,6577.8814,6951.4298,7378.1698,8102.6368,8784.1314,8939.8704,8903.0826,9246.2982,9373.6216,9610.203,9069.1254,8430.0408,8604.7704,8829.4054,9037.8952,9211.4826,9515.4278,9306.3024,8585.5028,8761.4544,8954.1484,8421.2966,8472.187,9216.1914,10023.7872,10652.2752,10611.6044,10944.2574,27643.2575,28649.2922,29112.7426,29924.3137,30929.3141,30394.958,32573.8596,31398.334000000003,31427.7713,33670.817,35894.149,34743.7761,34341.8674,34137.509699999995,37093.2304,38566.3791,37727.0147,37894.43949999999,38953.650499999996,39733.5834,46054.138300000006,47889.1782,46005.8574,47580.278699999995,49158.1903,50946.7633,53987.674,53322.4571,55371.1416,58305.954,60529.251,61948.466400000005
656,Senegal,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10849.721,10849.721,10849.721,10849.721,10849.721,10849.721,11922.7138,12518.806,14544.9068,16607.3358,-6828.6842,12876.9822,12768.1126,12765.0464,12760.8984,-10093.235,12955.527600000001,12925.5696,13058.3876,12944.4562,12914.4814,9062.0584,9224.868,9298.3822,9159.3366,9045.148,8779.032,8707.93,8725.1618,8737.561,8873.501199999999,8822.0544
657,Serbia,All sectors with LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82481.89970000001,81013.8155,77240.43909999999,66117.4757,65753.49979999999,139137.5266,128269.6539,129944.1082,110603.6828,126704.12700000001,136410.6262,134816.1188,135273.7363,135722.7439,135827.0671,130575.2082
658,Serbia,All sectors without LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153661.8655,152130.4945,148420.4049,137291.72269999998,136932.9206,144803.44939999998,133920.4831,135627.738,116287.06659999999,132386.4738,136583.0754,134986.7986,135444.6621,135861.35090000002,135980.4687,130744.74040000001
659,Serbia,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71179.9658,-71116.679,-71179.9658,-71174.247,-71179.4208,-5665.9228,-5650.8292,-5683.6298,-5683.3838,-5682.346799999999,-172.44920000000002,-170.6798,-170.9258,-138.607,-153.4016,-169.5322
660,Serbia and Montenegro,All sectors with LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122108.29639999999,107650.686,104374.50219999999,110726.98879999999,126459.4614,135719.9594,140494.4705,102807.9732,121444.101,56926.967099999994,63785.496100000004,69653.1261,81446.4881,61202.5062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,Serbia and Montenegro,All sectors without LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128612.4436,114154.8332,110878.6494,117231.136,132924.5606,142185.1564,146933.1941,109268.3128,127821.57,136356.21110000001,143207.19329999998,149076.6513,160875.4861,140631.2052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,Serbia and Montenegro,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6504.1472,-6504.1472,-6504.1472,-6504.1472,-6465.099200000001,-6465.197,-6438.7236,-6460.3396,-6377.469,-79429.244,-79421.6972,-79423.5252,-79428.998,-79428.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,Seychelles,All sectors with LULUCF,6.72,6.455,7.1224,7.1866,7.3684,8.0526,8.2176,8.8264,9.2176,9.6618,10.9212,12.6218,13.0578,14.016,14.96,14.8768,13.2274,14.314,15.3252,16.4648,17.6212,25.758000000000003,20.1272,16.765,18.4668,19.263,19.2604,19.571,20.8744,418.53869999999995,470.79819999999995,467.80359999999996,492.7194,531.6837,526.6836,600.3129,817.5383999999999,1000.8466,1156.8929,1296.6947,1421.0154,1229.2115,1249.5572,1639.8381,1543.2196,1635.6359,1446.9382999999998,1551.9078,1217.7174,1052.3994,816.5308,1011.9713,827.8819,1152.6877,1142.0724,1378.9764999999998,1368.275,1227.5378,1244.4862,1264.3317000000002,1309.5731
664,Seychelles,All sectors without LULUCF,6.72,6.455,7.1224,7.1866,7.3684,8.0526,8.2176,8.8264,9.2176,9.6618,10.9212,12.6218,13.0578,14.016,14.96,14.8768,13.2274,14.314,15.3252,16.4648,17.6212,25.758000000000003,20.1272,16.765,18.4668,19.263,19.2604,19.571,20.8744,418.53869999999995,470.79819999999995,467.80359999999996,492.7194,531.6837,526.6836,600.3129,817.5383999999999,1000.8466,1156.8929,1296.6947,1421.0154,1229.2115,1249.5572,1639.8381,1543.2196,1635.6359,1446.9382999999998,1551.9078,1217.7174,1052.3994,816.5308,1011.9713,827.8819,1152.6877,1142.0724,1378.9764999999998,1368.275,1227.5378,1244.4862,1264.3317000000002,1309.5731
665,Seychelles,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1665.536,0.0,0.0,0.0,0.0,-1649.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,Sierra Leone,All sectors with LULUCF,1901.2852,1840.0534,1923.2526,1959.865,2142.2476,2274.1898,2389.5214,2285.4773999999998,2276.4344,2355.563,2481.3614,2467.4726,2501.304,2599.3626000000004,2671.5114,2765.9238,2830.7624,2913.9442,2839.903,2907.1786,2916.9049999999997,2960.398,2781.8768,2522.1926,2616.5978,2623.4568,2677.6664,2795.4272,2870.3002,15013.9297,15056.2449,14746.0484,14897.9243,14824.6186,14218.707900000001,13679.6012,13731.3741,14022.4666,13460.5318,13866.2596,14096.136999999999,15016.985,16236.5681,16889.1528,17549.707300000002,19887.259,18234.7242,17891.3762,18529.1116,18673.5524,19708.818,21602.8145,21847.2201,22774.769500000002,22534.9079,22475.786,22544.3502,24347.398699999998,22475.6927,22756.045,24562.6451
667,Sierra Leone,All sectors without LULUCF,1901.2852,1840.0534,1923.2526,1959.865,2142.2476,2274.1898,2389.5214,2285.4773999999998,2276.4344,2355.563,2481.3614,2467.4726,2501.304,2599.3626000000004,2671.5114,2765.9238,2830.7624,2913.9442,2839.903,2907.1786,2916.9049999999997,2960.398,2781.8768,2522.1926,2616.5978,2623.4568,2677.6664,2795.4272,2870.3002,8185.6855,8228.0007,7917.8042,8069.6801,7996.374400000001,7390.4637,6815.492400000001,6791.6407,6777.6634,6376.529399999999,6813.180200000001,7368.4756,8324.0444,9387.5737,10100.6866,10794.259699999999,13037.686,11456.8766,11169.0674,11762.014,11951.7132,12988.8022,14837.4089,15081.372899999998,15950.512900000002,15272.1515,15736.482799999998,15759.0506,17623.745300000002,15742.4521,16040.1844,17835.100899999998
668,Sierra Leone,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6828.244199999999,6828.244199999999,6828.244199999999,6828.244199999999,6828.244199999999,6828.244199999999,6864.1088,6939.733399999999,7244.8032,7084.002399999999,7053.0794,6727.6614,6692.9406,6848.9944,6788.4662,6755.4475999999995,6849.573,6777.847599999999,6722.3088,6767.097599999999,6721.8392,6720.0158,6765.4056,6765.8472,6824.2566,7262.7564,6739.3032,6785.2996,6723.6534,6733.2406,6715.8606,6727.5442
669,Singapore,All sectors with LULUCF,556.4748,609.8386,578.0602,458.0348,594.7496,631.403,642.16,602.787,600.7984,634.1972,658.9026,692.5176,776.4287999999999,724.8656,655.6016,665.19,763.0354,687.9552,717.7722,638.8158,578.3882,509.7664,513.653,508.4904,444.323,354.561,321.2116,235.0354,250.3194,99004.99549999999,102155.16949999999,110118.3849,115762.2015,131378.631,93289.0515,109578.78,129533.5516,113950.82459999999,116094.0342,125938.4606,131382.31829999998,114443.1032,122433.2376,119878.4026,100271.3276,114209.7334,122489.81169999999,141050.127,207403.514,146483.6669,93924.3992,128091.5213,147007.18420000002,151517.8964,167001.07319999998,120481.7756,124001.7683,123111.6992,122330.9449,122147.7576,124745.7208
670,Singapore,All sectors without LULUCF,556.4748,609.8386,578.0602,458.0348,594.7496,631.403,642.16,602.787,600.7984,634.1972,658.9026,692.5176,776.4287999999999,724.8656,655.6016,665.19,763.0354,687.9552,717.7722,638.8158,578.3882,509.7664,513.653,508.4904,444.323,354.561,321.2116,235.0354,250.3194,99104.7897,102254.9637,110218.17910000001,115861.9957,131478.4252,93388.8457,109678.5014,129633.1864,114050.4874,116193.77799999999,126038.24919999999,131490.8049,114551.5898,122541.7242,119986.8892,100379.8142,114318.22,122598.2983,141158.6136,207512.0006,146592.15350000001,94024.5036,128191.6257,147107.2886,151618.0008,167101.1776,120416.5018,123936.4945,123046.4254,122265.6711,122082.4838,124680.447
671,Singapore,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.7942,-99.7942,-99.7942,-99.7942,-99.7942,-99.7942,-99.7214,-99.63480000000001,-99.6628,-99.7438,-99.7886,-108.4866,-108.4866,-108.4866,-108.4866,-108.4866,-108.4866,-108.4866,-108.4866,-108.4866,-108.4866,-100.1044,-578.5644,-100.1044,-100.1044,-100.1044,65.2738,65.2738,65.2738,65.2738,65.2738,65.2738
672,Slovakia,All sectors with LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92150.167,87003.26180000001,89573.7495,89540.15400000001,87983.018,85539.7296,82790.2623,76852.5245,85786.1032,85351.49530000001,85818.06719999999,85894.322,85680.26,86029.1072,81125.5896,83382.2401,74949.8524,80237.424,78588.4331,75185.861,75046.1169,70050.4938,72303.1742,87799.01569999999,91061.8456,89508.58300000001,84481.65049999999,79377.3298,87067.6169
673,Slovakia,All sectors without LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110948.2172,105801.63819999999,108372.6003,108339.30040000001,106782.7944,104340.2946,101594.73749999999,95657.2965,102524.9462,102091.72589999999,102559.098,102636.1534,102421.3004,102769.9902,97862.459,100123.0059,91689.362,96977.1496,93737.1047,90333.90520000001,90194.9521,85197.5986,87452.107,89863.88190000001,93126.137,91572.029,86546.2905,81442.43,89132.4711
674,Slovakia,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40562.4166,-39520.4298,-38522.379400000005,-38406.7334,-38093.1842,-40123.4586,-38784.5644,-38684.4556,-35184.956399999995,-36203.278,-35286.7824,-35310.5038,-28303.165399999998,-33987.125,-33174.4638,-31127.7984,-30688.2748,-29131.485600000004,-28177.908,-30171.1312,-31425.7572,-27492.45,-28503.7808,-15555.9644,-15350.158,-13520.4026,-14886.4908,-2065.1002,-2064.8541999999998
675,Slovenia,All sectors with LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22705.0284,22892.0414,23014.9909,23079.5816,24013.307999999997,25861.5554,24304.6541,23960.8194,22363.457,19711.6425,20755.8808,20612.2336,21768.4842,22422.8422,22833.3128,22660.0878,23900.1504,19076.6221,19022.8456,36553.8229,35553.7986,33996.321599999996,30743.5182,31007.688499999997,37269.4874,38241.8856,38020.956300000005,36874.231,34042.869,34678.426699999996
676,Slovenia,All sectors without LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41480.8516,41669.9082,41792.8577,41857.4484,42793.3574,44641.6384,43084.692299999995,42663.5486,41066.4938,42733.5747,43781.3968,43628.889,44802.877,45457.481,45863.3856,45696.1982,46931.2266,42098.869300000006,42046.6748,41779.495899999994,40788.6004,39237.6024,35982.2048,36247.1661,36561.556,37534.7452,37313.3373,36149.4086,33317.7428,33953.3005
677,Slovenia,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28749.2626,-28584.028000000002,-29041.9068,-29370.678200000002,-30513.6912,-30920.6362,-31145.154,-31247.0154,-31506.2146,-35909.8176,-38199.898199999996,-37213.8742,-37840.3334,-37899.245,-37712.2448,-38568.4442,-38069.070999999996,-37905.9386,-37789.9006,-19748.754399999998,-19486.8266,-16428.0856,-4365.2348,-4134.1506,2187.4042,2482.5386,2596.6676,460.89160000000004,725.1262,725.1262
678,Small Island Developing States,All sectors with LULUCF,51135.4278,54939.1214,55724.0844,58059.031,58931.201,60609.3362,61658.8936,62904.933399999994,62963.2782,63097.9226,61585.7664,61176.4006,62627.5712,64211.6316,65196.2482,66349.0186,66514.3586,65574.8082,65427.6848,65599.9358,65273.6264,66350.5196,67201.9994,68541.1126,67848.004,68171.0064,67457.8682,67178.2352,69555.1306,445356.6815,445833.6873,441936.8783,443250.20129999996,466932.6878,453722.8066,489200.8134,542653.6408,514463.0086,524174.9565,548492.0282,561183.4548,557738.3632,582021.7180999999,584953.9175,589452.1654,636784.0108,655119.4653,676607.0721,735015.3107,696643.441,646798.5912,673697.4688,688890.3698,699956.9336,725822.7624,801220.8996,800374.088,806563.4502,804172.6722,768831.4792,775368.7641
679,Small Island Developing States,All sectors without LULUCF,51135.4278,54939.1214,55724.0844,58059.031,58931.201,60609.3362,61658.8936,62904.933399999994,62963.2782,63097.9226,61585.7664,61176.4006,62627.5712,64211.6316,65196.2482,66349.0186,66514.3586,65574.8082,65427.6848,65599.9358,65273.6264,66350.5196,67201.9994,68541.1126,67848.004,68171.0064,67457.8682,67178.2352,69555.1306,401675.0327,401923.6377,398026.8287,397922.44310000003,421620.127,403983.1322,439991.7046,462758.9162,462122.62,469708.07050000003,492544.127,510819.8576,505932.364,530578.3973000001,532067.9347,537592.871,585265.0046,604083.9062999999,626753.8689000001,685659.6999,647221.5074,586723.108,613958.3028,629307.0618,640761.2714,663899.9414,602323.7446,601543.9356,607679.2204,604782.9846,568309.6458,575612.8859000001
680,Small Island Developing States,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43681.648799999995,43910.0496,43910.0496,45327.7582,45312.5608,49739.6744,49209.1088,79894.7246,52340.3886,54466.886,55947.9012,50363.5972,51805.9992,51443.3208,52885.9828,51859.2944,51519.0062,51035.559,49853.2032,49355.610799999995,49421.933600000004,60075.4832,59739.166,59583.308,59195.6622,61922.820999999996,198897.155,198830.1524,198884.2298,199389.6876,200521.8334,199755.8782
681,Solomon Islands,All sectors with LULUCF,46.8494,47.9884,53.6254,54.8596,63.388999999999996,64.5952,71.8546,89.4646,100.265,102.9788,118.6186,120.924,129.8454,150.4282,161.0804,178.8348,192.8688,205.6194,199.0472,213.9754,218.7666,209.7308,198.7024,196.0328,193.1798,182.9756,123.935,120.6178,120.6234,8367.3521,8397.7162,8412.461899999998,8440.9742,8466.768800000002,8497.5804,8521.319500000001,8540.0156,8565.0019,8573.073100000001,8592.512900000002,4173.443499999999,4201.5875,4233.8166,4284.1834,4310.3654,4336.9602,4370.16,4399.1344,4426.4351,4460.1354,-34531.345799999996,-34510.3351,-34446.029,-34522.102100000004,-34582.3382,91886.9652,91894.7088,91939.7752,91982.9472,91996.9197,92025.0466
682,Solomon Islands,All sectors without LULUCF,46.8494,47.9884,53.6254,54.8596,63.388999999999996,64.5952,71.8546,89.4646,100.265,102.9788,118.6186,120.924,129.8454,150.4282,161.0804,178.8348,192.8688,205.6194,199.0472,213.9754,218.7666,209.7308,198.7024,196.0328,193.1798,182.9756,123.935,120.6178,120.6234,542.6777,573.0418,587.7875,616.2998,642.0944,672.906,696.6563,715.3524,740.3387,748.4099,767.8497,788.6981000000001,816.5849000000001,849.0712,899.438,925.62,952.2148,985.4146,1014.389,1041.6897,1075.39,1118.0724,1139.0830999999998,1203.3892,1127.3161,1066.8228,1066.1658,1073.9094,1118.9758,1161.6586,1175.6311,1203.758
683,Solomon Islands,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7824.6744,7824.6744,7824.6744,7824.6744,7824.6744,7824.6744,7824.6632,7824.6632,7824.6632,7824.6632,7824.6632,3384.7454,3385.0026,3384.7454,3384.7454,3384.7454,3384.7454,3384.7454,3384.7454,3384.7454,3384.7454,-35649.4182,-35649.4182,-35649.4182,-35649.4182,-35649.161,90820.7994,90820.7994,90820.7994,90821.2886,90821.2886,90821.2886
684,Somalia,All sectors with LULUCF,26578.0438,27576.5084,28892.5794,30258.2344,31361.134,32542.1144,34199.8014,35711.5278,36334.8718,36993.8126,36641.7784,37372.7538,37000.9022,36174.2466,39069.6038,38657.7796,41329.0612,44511.1834,44004.407,43655.9284,45392.262,46776.1002,45104.9184,45925.9666,47592.759399999995,48027.1704,49988.6856,52252.9026,51824.0282,88675.26509999999,82600.7199,78589.8508,82592.738,86534.485,87943.17629999999,89169.3451,90332.0469,90423.78390000001,91157.9173,92077.00649999999,93555.8069,94747.049,95733.6774,96695.19959999999,98089.6063,95805.0631,93515.655,94127.9693,94615.3553,95254.61189999999,95969.86989999999,96915.54509999999,97136.0561,97697.12150000001,98130.6045,98841.8577,99314.0596,100022.08410000001,101069.7268,101911.2832,101496.2809
685,Somalia,All sectors without LULUCF,26578.0438,27576.5084,28892.5794,30258.2344,31361.134,32542.1144,34199.8014,35711.5278,36334.8718,36993.8126,36641.7784,37372.7538,37000.9022,36174.2466,39069.6038,38657.7796,41329.0612,44511.1834,44004.407,43655.9284,45392.262,46776.1002,45104.9184,45925.9666,47592.759399999995,48027.1704,49988.6856,52252.9026,51824.0282,53970.634300000005,47896.0891,43885.22,47888.1072,51829.8542,53238.54549999999,54462.8511,55625.7235,55717.4997,56451.6331,57371.3965,58851.5035,60042.7456,61029.374,61990.8962,63385.302899999995,61100.759699999995,58811.3516,59423.6659,59911.051900000006,60550.3085,61265.5665,62211.2417,62431.7527,62992.8181,63426.301100000004,64137.5543,64609.7562,65317.7807,66365.4234,67206.9798,66791.97750000001
686,Somalia,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34704.6308,34704.6308,34704.6308,34704.6308,34704.6308,34704.6308,34706.494,34706.323399999994,34706.284199999995,34706.284199999995,34705.61,34704.3034,34704.3034,34704.3034,34704.3034,34704.3034,34704.3034,34704.3034,34704.3034,34704.3034,34704.3034,34704.3034,34704.3034,34704.3034,34704.3034,34704.3034,34704.3034,34704.3034,34704.3034,34704.3034,34704.3034,34704.3034
687,South Africa,All sectors with LULUCF,56758.958,57174.8,57325.945,56599.9412,56603.5576,52712.0696,53331.3666,53875.7892,54670.9994,53791.5712,53363.6722,53431.6174,53677.063,55281.2904,56828.6648,57369.2572,58877.2064,59629.2524,62279.28,61596.5426,60979.7166,61198.9044,59757.0408,58898.1046,55838.3454,55814.7678,56014.1972,57117.272,58723.0472,942154.2654,963898.4994999999,909643.9244,939575.3082,978348.0532,1037789.6004,1052260.5894,1102940.8086,1090601.9074,1085714.8742,1151289.0444,1085542.1456,1066623.4323,1166287.4472,1266760.9902,1225919.1248,1287872.3957,1333559.9496,1392705.7626,1390024.2344,1293472.0132,1298777.8483,1274818.9418,1268640.2075999998,1323949.8388,1258510.3352,1270439.9011,1288252.1472999998,1255284.5727,1296214.2377,1197341.3852,1212820.0536
688,South Africa,All sectors without LULUCF,56758.958,57174.8,57325.945,56599.9412,56603.5576,52712.0696,53331.3666,53875.7892,54670.9994,53791.5712,53363.6722,53431.6174,53677.063,55281.2904,56828.6648,57369.2572,58877.2064,59629.2524,62279.28,61596.5426,60979.7166,61198.9044,59757.0408,58898.1046,55838.3454,55814.7678,56014.1972,57117.272,58723.0472,928436.5166,950180.7507,895926.1756,925857.5594,964630.3044,1024066.5862,1036235.5408,1086908.8582,1072195.747,1069121.8988,1137195.3862,1072378.1716,1053441.1675,1152716.0912000001,1253529.3256,1212069.6356,1274595.7565000001,1319629.8978,1379142.8656,1376709.0588,1280018.5294,1285609.6533,1261631.8882,1255465.849,1310635.2708,1245451.3978,1256794.4734999998,1274479.2823,1240906.3191,1282416.3223,1183609.4542,1199216.7284
689,South Africa,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20246.991199999997,13717.7488,13717.7488,13717.7488,-23514.171199999997,13723.0142,16025.0486,16031.9504,18406.1604,16592.9754,14093.6582,13163.974,13182.2648,13571.356,13231.6646,13849.4892,13276.639200000001,13930.051800000001,13562.897,13315.175599999999,13453.4838,13168.195,13187.0536,13174.3586,13314.568,13058.937399999999,13645.4276,13772.865,14378.2536,13797.9154,13731.931,13603.3252
690,South America,All sectors with LULUCF,737451.1448,750080.1142,750451.7556,776511.236,809091.9876,830671.0542,857300.3728,872724.9574,878341.5926,897104.773,919104.0976,952280.783,981742.0998,1016284.5642,1046577.0486,1099448.2864,1137853.1168,1124826.8674,1138972.3544,1187445.0746,1198888.729,1204599.1746,1198122.6662,1219213.1844,1223376.425,1244713.5312,1268292.7876,1297703.4934,1317980.1216,6240671.0874,6282161.8535,6334823.6674,6422685.52,6509441.3997,6613588.518999999,6662042.693600001,6817354.5742,6983766.9187,7041626.9979,6944229.2305,7067639.1064,7187932.9624,7289422.2068,7426448.9404,7508627.4103,7519316.2905,7644205.4885,7710902.1921,7615600.992699999,7962649.3092,6169842.4712,6332272.9681,6385221.8608,6495801.037,6430755.0177,6575532.2186,6571307.9038,6463511.5602,6498366.2368,6351566.8292,6635933.738
691,South America,All sectors without LULUCF,737451.1448,750080.1142,750451.7556,776511.236,809091.9876,830671.0542,857300.3728,872724.9574,878341.5926,897104.773,919104.0976,952280.783,981742.0998,1016284.5642,1046577.0486,1099448.2864,1137853.1168,1124826.8674,1138972.3544,1187445.0746,1198888.729,1204599.1746,1198122.6662,1219213.1844,1223376.425,1244713.5312,1268292.7876,1297703.4934,1317980.1216,3143466.2954,3184957.0615,3237618.8754,3324005.5512,3410765.1247,3514060.3438,3558531.502,3703133.5306,3842087.9763,3897711.6441,3867382.5094999997,3947775.7916,4040950.585,4152692.7328,4259427.2214,4348519.8971,4385077.1779,4462373.5919,4584684.8049,4506896.0089,4763531.135,4800044.8164,4952881.1849,5026089.0776,5132478.572,5048603.7945,5059200.2474,5044447.553,4960988.9952,4953093.1838,4799618.4784,5105589.0178
692,South America,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3097204.792,3097204.792,3097204.792,3098679.9688,3098676.275,3099528.1752,3103511.1916,3114221.0436,3141678.9424,3143915.3537999997,3076846.721,3119863.3148,3146982.3774,3136729.474,3167021.719,3160107.5132,3134239.1125999996,3181831.8966,3126217.3872,3108704.9838,3199118.1742000002,1369797.6548000001,1379391.7832,1359132.7832,1363322.465,1382151.2232,1516331.9712,1526860.3508,1502522.565,1545273.0529999998,1551948.3508,1530344.7202
