,ano,country_code,precipitação_anual
23510,1987,SGP,2559.3
23511,1988,SGP,2677.59
23512,1989,SGP,2547.76
23513,1990,SGP,2025.63
23514,1991,SGP,2386.09
23515,1992,SGP,2464.29
23516,1993,SGP,2640.33
23517,1994,SGP,2325.27
23518,1995,SGP,2995.49
23519,1996,SGP,2652.81
23520,1997,SGP,1687.03
23521,1998,SGP,2207.5299999999997
23522,1999,SGP,2457.97
23523,2000,SGP,2703.92
23524,2001,SGP,2657.65
23525,2002,SGP,2172.89
23526,2003,SGP,2846.31
23527,2004,SGP,2430.42
23528,2005,SGP,2293.49
23529,2006,SGP,2620.32
23530,2007,SGP,2824.79
23531,2008,SGP,2847.22
23532,2009,SGP,2494.82
23533,2010,SGP,2703.84
23534,2011,SGP,2760.9700000000003
23535,2012,SGP,2595.8
23536,2013,SGP,2767.03
23537,2014,SGP,2132.6
23538,2015,SGP,1984.06
23539,2016,SGP,2455.27
23540,2017,SGP,2625.5299999999997
23541,2018,SGP,2573.56
23542,2019,SGP,1847.02
23543,2020,SGP,2484.53
23544,2021,SGP,3195.11
23545,2022,SGP,2894.55
23546,1901,SHN,1272.83
23547,1902,SHN,1249.3700000000001
23548,1903,SHN,1263.07
23549,1904,SHN,1308.91
23550,1905,SHN,1184.45
23551,1906,SHN,1346.07
23552,1907,SHN,1302.16
23553,1908,SHN,1273.0
23554,1909,SHN,1358.65
23555,1910,SHN,1348.62
23556,1911,SHN,1231.73
23557,1912,SHN,1346.55
23558,1913,SHN,1331.26
23559,1914,SHN,1364.39
23560,1915,SHN,1302.92
23561,1916,SHN,1256.42
23562,1917,SHN,1329.37
23563,1918,SHN,1285.01
23564,1919,SHN,1311.44
23565,1920,SHN,1257.38
23566,1921,SHN,1340.18
23567,1922,SHN,1303.3700000000001
23568,1923,SHN,1355.24
23569,1924,SHN,1310.55
23570,1925,SHN,1269.12
23571,1926,SHN,1289.59
23572,1927,SHN,1244.6200000000001
23573,1928,SHN,1188.96
23574,1929,SHN,1225.49
23575,1930,SHN,1234.97
23576,1931,SHN,1258.7
23577,1932,SHN,1243.8400000000001
23578,1933,SHN,1166.09
23579,1934,SHN,1324.17
23580,1935,SHN,1272.58
23581,1936,SHN,1230.93
23582,1937,SHN,1264.62
23583,1938,SHN,1248.0
23584,1939,SHN,1274.33
23585,1940,SHN,1308.68
23586,1941,SHN,1258.52
23587,1942,SHN,1236.92
23588,1943,SHN,1226.12
23589,1944,SHN,1251.1
23590,1945,SHN,1205.55
23591,1946,SHN,1223.32
23592,1947,SHN,1333.71
23593,1948,SHN,1270.71
23594,1949,SHN,1276.4
23595,1950,SHN,1381.94
23596,1951,SHN,1262.09
23597,1952,SHN,1266.67
23598,1953,SHN,1274.32
23599,1954,SHN,1314.6
23600,1955,SHN,1346.71
23601,1956,SHN,1257.75
23602,1957,SHN,1268.08
23603,1958,SHN,1234.9299999999998
23604,1959,SHN,1358.45
23605,1960,SHN,1214.06
23606,1961,SHN,1475.85
23607,1962,SHN,1230.17
23608,1963,SHN,1455.9
23609,1964,SHN,1247.98
23610,1965,SHN,1267.31
23611,1966,SHN,1224.35
23612,1967,SHN,1330.95
23613,1968,SHN,1162.19
23614,1969,SHN,1160.51
23615,1970,SHN,1231.81
23616,1971,SHN,1217.48
23617,1972,SHN,1193.27
23618,1973,SHN,1081.22
23619,1974,SHN,1317.11
23620,1975,SHN,1180.32
23621,1976,SHN,1266.51
23622,1977,SHN,1208.25
23623,1978,SHN,1284.06
23624,1979,SHN,1237.24
23625,1980,SHN,1175.86
23626,1981,SHN,1077.89
23627,1982,SHN,1345.34
23628,1983,SHN,1278.57
23629,1984,SHN,1184.41
23630,1985,SHN,1321.16
23631,1986,SHN,1304.39
23632,1987,SHN,1301.07
23633,1988,SHN,1240.85
23634,1989,SHN,1180.42
23635,1990,SHN,1136.65
23636,1991,SHN,1251.42
23637,1992,SHN,1167.36
23638,1993,SHN,1229.43
23639,1994,SHN,1308.3899999999999
23640,1995,SHN,1272.54
23641,1996,SHN,1323.17
23642,1997,SHN,1259.23
23643,1998,SHN,1220.2
23644,1999,SHN,1131.04
23645,2000,SHN,1210.45
23646,2001,SHN,1190.58
23647,2002,SHN,1263.07
23648,2003,SHN,1259.63
23649,2004,SHN,1271.58
23650,2005,SHN,1284.35
23651,2006,SHN,1202.18
23652,2007,SHN,1336.7
23653,2008,SHN,1380.14
23654,2009,SHN,1363.98
23655,2010,SHN,1315.23
23656,2011,SHN,1371.3899999999999
23657,2012,SHN,1310.1
23658,2013,SHN,1155.61
23659,2014,SHN,1263.26
23660,2015,SHN,1242.23
23661,2016,SHN,1286.73
23662,2017,SHN,1294.46
23663,2018,SHN,1248.48
23664,2019,SHN,1129.96
23665,2020,SHN,1376.82
23666,2021,SHN,1216.1
23667,2022,SHN,1218.08
23668,1901,SJM,360.46
23669,1902,SJM,360.46
23670,1903,SJM,360.46
23671,1904,SJM,360.46
23672,1905,SJM,360.46
23673,1906,SJM,360.46
23674,1907,SJM,360.46
23675,1908,SJM,360.46
23676,1909,SJM,360.46
23677,1910,SJM,360.46
23678,1911,SJM,360.46
23679,1912,SJM,360.46
23680,1913,SJM,360.46
23681,1914,SJM,360.46
23682,1915,SJM,360.46
23683,1916,SJM,360.46
23684,1917,SJM,360.46
23685,1918,SJM,360.46
23686,1919,SJM,360.46
23687,1920,SJM,359.95
23688,1921,SJM,357.6
23689,1922,SJM,357.11
23690,1923,SJM,353.22
23691,1924,SJM,357.97
23692,1925,SJM,353.03
23693,1926,SJM,350.46000000000004
23694,1927,SJM,361.97
23695,1928,SJM,364.44
23696,1929,SJM,357.77
23697,1930,SJM,356.54
23698,1931,SJM,358.03
23699,1932,SJM,359.16
23700,1933,SJM,365.77
23701,1934,SJM,367.33
23702,1935,SJM,363.90999999999997
23703,1936,SJM,358.4
23704,1937,SJM,359.25
23705,1938,SJM,366.6
23706,1939,SJM,360.26
23707,1940,SJM,363.63
23708,1941,SJM,361.56
23709,1942,SJM,359.3
23710,1943,SJM,357.72
23711,1944,SJM,358.78999999999996
23712,1945,SJM,346.84000000000003
23713,1946,SJM,298.1
23714,1947,SJM,312.31
23715,1948,SJM,331.65
23716,1949,SJM,351.38
23717,1950,SJM,350.21000000000004
23718,1951,SJM,346.58
23719,1952,SJM,341.16
23720,1953,SJM,334.81
23721,1954,SJM,329.73
23722,1955,SJM,347.69
23723,1956,SJM,323.36
23724,1957,SJM,352.37
23725,1958,SJM,365.12
23726,1959,SJM,376.43
23727,1960,SJM,364.12
23728,1961,SJM,368.62
23729,1962,SJM,330.05
23730,1963,SJM,335.95
23731,1964,SJM,356.4
23732,1965,SJM,330.52
23733,1966,SJM,373.51
23734,1967,SJM,400.8
23735,1968,SJM,301.83
23736,1969,SJM,325.74
23737,1970,SJM,295.75
23738,1971,SJM,302.11
23739,1972,SJM,461.31
23740,1973,SJM,371.86
23741,1974,SJM,399.56
23742,1975,SJM,385.71000000000004
23743,1976,SJM,384.46
23744,1977,SJM,366.74
23745,1978,SJM,366.49
23746,1979,SJM,357.27
23747,1980,SJM,331.78
23748,1981,SJM,370.39000000000004
23749,1982,SJM,356.82
23750,1983,SJM,430.51
23751,1984,SJM,386.39
23752,1985,SJM,408.86
23753,1986,SJM,328.49
23754,1987,SJM,307.57
23755,1988,SJM,308.58
23756,1989,SJM,423.2
23757,1990,SJM,334.28
23758,1991,SJM,366.64
23759,1992,SJM,374.16
23760,1993,SJM,411.9
23761,1994,SJM,342.96
23762,1995,SJM,329.58000000000004
23763,1996,SJM,387.44
23764,1997,SJM,351.17
23765,1998,SJM,362.95
23766,1999,SJM,288.43
23767,2000,SJM,351.18
23768,2001,SJM,332.03999999999996
23769,2002,SJM,312.05
23770,2003,SJM,369.05
23771,2004,SJM,353.79
23772,2005,SJM,350.46
23773,2006,SJM,352.02
23774,2007,SJM,358.33
23775,2008,SJM,366.96000000000004
23776,2009,SJM,366.57
23777,2010,SJM,360.7
23778,2011,SJM,372.63
23779,2012,SJM,367.83000000000004
23780,2013,SJM,363.4
23781,2014,SJM,362.38
23782,2015,SJM,361.86
23783,2016,SJM,362.76
23784,2017,SJM,363.78999999999996
23785,2018,SJM,366.12
23786,2019,SJM,368.92
23787,2020,SJM,370.55
23788,2021,SJM,363.09
23789,2022,SJM,367.2
23790,1901,SLB,3183.74
23791,1902,SLB,3183.74
23792,1903,SLB,3183.74
23793,1904,SLB,3183.74
23794,1905,SLB,3183.74
23795,1906,SLB,3183.74
23796,1907,SLB,3183.74
23797,1908,SLB,3183.74
23798,1909,SLB,3183.74
23799,1910,SLB,3183.74
23800,1911,SLB,3183.74
23801,1912,SLB,3183.74
23802,1913,SLB,3183.74
23803,1914,SLB,3183.74
23804,1915,SLB,3183.74
23805,1916,SLB,3183.74
23806,1917,SLB,3183.74
23807,1918,SLB,3183.74
23808,1919,SLB,3183.74
23809,1920,SLB,3183.74
23810,1921,SLB,3183.74
23811,1922,SLB,3183.74
23812,1923,SLB,3183.74
23813,1924,SLB,3183.74
23814,1925,SLB,3183.74
23815,1926,SLB,3183.74
23816,1927,SLB,3183.74
23817,1928,SLB,3183.74
23818,1929,SLB,3183.74
23819,1930,SLB,3183.74
23820,1931,SLB,3183.74
23821,1932,SLB,3183.74
23822,1933,SLB,3183.74
23823,1934,SLB,3183.74
23824,1935,SLB,3183.74
23825,1936,SLB,3183.74
23826,1937,SLB,3183.74
23827,1938,SLB,3183.74
23828,1939,SLB,3183.74
23829,1940,SLB,3183.74
23830,1941,SLB,3183.74
23831,1942,SLB,3183.74
23832,1943,SLB,3183.74
23833,1944,SLB,3183.74
23834,1945,SLB,3183.74
23835,1946,SLB,3183.74
23836,1947,SLB,3183.74
23837,1948,SLB,3183.74
23838,1949,SLB,3183.74
23839,1950,SLB,3183.74
23840,1951,SLB,3183.7799999999997
23841,1952,SLB,3183.83
23842,1953,SLB,3183.66
23843,1954,SLB,3183.84
23844,1955,SLB,3185.27
23845,1956,SLB,3160.79
23846,1957,SLB,3199.81
23847,1958,SLB,3186.21
23848,1959,SLB,3209.55
23849,1960,SLB,3183.86
23850,1961,SLB,3269.29
23851,1962,SLB,3443.2999999999997
23852,1963,SLB,3138.98
23853,1964,SLB,2671.94
23854,1965,SLB,3846.13
23855,1966,SLB,2667.74
23856,1967,SLB,4060.69
23857,1968,SLB,3285.2
23858,1969,SLB,3393.2
23859,1970,SLB,3566.63
23860,1971,SLB,3246.46
23861,1972,SLB,3982.6800000000003
23862,1973,SLB,2964.95
23863,1974,SLB,2821.41
23864,1975,SLB,3222.62
23865,1976,SLB,3398.13
23866,1977,SLB,3424.92
23867,1978,SLB,3170.27
23868,1979,SLB,3170.59
23869,1980,SLB,3196.46
23870,1981,SLB,2520.71
23871,1982,SLB,3502.46
23872,1983,SLB,2831.63
23873,1984,SLB,2814.2
23874,1985,SLB,3472.69
23875,1986,SLB,2926.51
23876,1987,SLB,2231.37
23877,1988,SLB,3637.3
23878,1989,SLB,2795.18
23879,1990,SLB,3055.69
23880,1991,SLB,3036.7599999999998
23881,1992,SLB,3183.55
23882,1993,SLB,3183.41
23883,1994,SLB,3183.51
23884,1995,SLB,3183.5699999999997
23885,1996,SLB,3183.62
23886,1997,SLB,3183.6
23887,1998,SLB,3183.7
23888,1999,SLB,3183.76
23889,2000,SLB,3183.7200000000003
23890,2001,SLB,3183.76
23891,2002,SLB,3183.69
23892,2003,SLB,3183.71
23893,2004,SLB,3183.55
23894,2005,SLB,3183.74
23895,2006,SLB,3183.79
23896,2007,SLB,3183.83
23897,2008,SLB,3183.74
23898,2009,SLB,3183.66
23899,2010,SLB,3183.71
23900,2011,SLB,3183.74
23901,2012,SLB,3183.74
23902,2013,SLB,3183.74
23903,2014,SLB,3183.74
23904,2015,SLB,3183.74
23905,2016,SLB,3183.74
23906,2017,SLB,3183.74
23907,2018,SLB,3183.74
23908,2019,SLB,3183.74
23909,2020,SLB,3183.74
23910,2021,SLB,3183.74
23911,2022,SLB,3183.74
23912,1901,SLE,2671.92
23913,1902,SLE,2671.92
23914,1903,SLE,2803.65
23915,1904,SLE,2976.96
23916,1905,SLE,3135.51
23917,1906,SLE,3637.65
23918,1907,SLE,2552.85
23919,1908,SLE,2942.46
23920,1909,SLE,2671.92
23921,1910,SLE,2622.01
23922,1911,SLE,2642.62
23923,1912,SLE,3078.5499999999997
23924,1913,SLE,2750.77
23925,1914,SLE,2310.06
23926,1915,SLE,3070.7200000000003
23927,1916,SLE,2974.57
23928,1917,SLE,2513.8
23929,1918,SLE,2723.58
23930,1919,SLE,2693.52
23931,1920,SLE,2706.26
23932,1921,SLE,2919.42
23933,1922,SLE,2971.98
23934,1923,SLE,2979.54
23935,1924,SLE,2985.61
23936,1925,SLE,2895.4300000000003
23937,1926,SLE,2825.04
23938,1927,SLE,2791.92
23939,1928,SLE,3246.2
23940,1929,SLE,2933.46
23941,1930,SLE,2593.39
23942,1931,SLE,3120.43
23943,1932,SLE,3269.45
23944,1933,SLE,3018.13
23945,1934,SLE,2555.77
23946,1935,SLE,2639.57
23947,1936,SLE,2979.62
23948,1937,SLE,2765.77
23949,1938,SLE,2999.08
23950,1939,SLE,2809.9900000000002
23951,1940,SLE,2739.16
23952,1941,SLE,2653.23
23953,1942,SLE,2848.02
23954,1943,SLE,2877.07
23955,1944,SLE,2855.23
23956,1945,SLE,2952.07
23957,1946,SLE,3019.35
23958,1947,SLE,2658.82
23959,1948,SLE,2746.94
23960,1949,SLE,2781.34
23961,1950,SLE,2512.9
23962,1951,SLE,3261.32
23963,1952,SLE,2929.69
23964,1953,SLE,3131.23
23965,1954,SLE,3289.97
23966,1955,SLE,3172.43
23967,1956,SLE,2679.9900000000002
23968,1957,SLE,2904.9900000000002
23969,1958,SLE,2748.54
23970,1959,SLE,2748.8599999999997
23971,1960,SLE,2845.83
23972,1961,SLE,2938.18
23973,1962,SLE,3049.17
23974,1963,SLE,2931.91
23975,1964,SLE,2657.19
23976,1965,SLE,2699.82
23977,1966,SLE,3340.42
23978,1967,SLE,2793.37
23979,1968,SLE,3004.7
23980,1969,SLE,3044.14
23981,1970,SLE,2485.54
23982,1971,SLE,2555.95
23983,1972,SLE,2476.59
23984,1973,SLE,2518.27
23985,1974,SLE,2601.3900000000003
23986,1975,SLE,2520.47
23987,1976,SLE,2776.07
23988,1977,SLE,2593.21
23989,1978,SLE,2788.78
23990,1979,SLE,2711.27
23991,1980,SLE,2637.43
23992,1981,SLE,2839.21
23993,1982,SLE,2561.1
23994,1983,SLE,2638.3
23995,1984,SLE,2327.96
23996,1985,SLE,2392.03
23997,1986,SLE,2277.1
23998,1987,SLE,2372.42
23999,1988,SLE,2404.4
24000,1989,SLE,2650.86
24001,1990,SLE,2270.29
24002,1991,SLE,2310.5
24003,1992,SLE,2977.23
24004,1993,SLE,2531.77
24005,1994,SLE,2745.26
24006,1995,SLE,2685.41
24007,1996,SLE,2649.25
24008,1997,SLE,2469.3
24009,1998,SLE,2913.87
24010,1999,SLE,2701.55
24011,2000,SLE,2676.4300000000003
24012,2001,SLE,2662.42
24013,2002,SLE,2660.94
24014,2003,SLE,2545.8
24015,2004,SLE,2685.9900000000002
24016,2005,SLE,2480.88
24017,2006,SLE,2994.82
24018,2007,SLE,2525.25
24019,2008,SLE,2649.4100000000003
24020,2009,SLE,2650.97
24021,2010,SLE,2723.68
24022,2011,SLE,2660.77
24023,2012,SLE,2658.3
24024,2013,SLE,2665.63
24025,2014,SLE,2638.51
24026,2015,SLE,2691.7999999999997
24027,2016,SLE,2676.7
24028,2017,SLE,2657.93
24029,2018,SLE,2656.88
24030,2019,SLE,2478.25
24031,2020,SLE,2604.4700000000003
24032,2021,SLE,2788.64
24033,2022,SLE,2684.29
24034,1901,SLV,1709.21
24035,1902,SLV,1709.21
24036,1903,SLV,1709.21
24037,1904,SLV,1709.21
24038,1905,SLV,1709.21
24039,1906,SLV,1709.21
24040,1907,SLV,1709.21
24041,1908,SLV,1709.21
24042,1909,SLV,1709.21
24043,1910,SLV,1709.21
24044,1911,SLV,1709.21
24045,1912,SLV,1709.21
24046,1913,SLV,1709.21
24047,1914,SLV,1709.21
24048,1915,SLV,1709.21
24049,1916,SLV,1709.21
24050,1917,SLV,1709.21
24051,1918,SLV,1709.21
24052,1919,SLV,1709.21
24053,1920,SLV,1709.21
24054,1921,SLV,1709.21
24055,1922,SLV,1709.21
24056,1923,SLV,1686.22
24057,1924,SLV,1722.38
24058,1925,SLV,1684.27
24059,1926,SLV,1718.54
24060,1927,SLV,1714.25
24061,1928,SLV,1706.16
24062,1929,SLV,1719.5
24063,1930,SLV,1708.38
24064,1931,SLV,2002.0099999999998
24065,1932,SLV,1930.2
24066,1933,SLV,2343.0299999999997
24067,1934,SLV,1515.4
24068,1935,SLV,1732.96
24069,1936,SLV,2105.08
24070,1937,SLV,1856.07
24071,1938,SLV,1633.3
24072,1939,SLV,1707.04
24073,1940,SLV,1801.98
24074,1941,SLV,1749.91
24075,1942,SLV,1702.56
24076,1943,SLV,1768.28
24077,1944,SLV,1899.33
24078,1945,SLV,1825.57
24079,1946,SLV,1021.66
24080,1947,SLV,1924.3200000000002
24081,1948,SLV,2033.3
24082,1949,SLV,1480.73
24083,1950,SLV,1649.02
24084,1951,SLV,1691.89
24085,1952,SLV,1989.97
24086,1953,SLV,1695.24
24087,1954,SLV,2221.39
24088,1955,SLV,1897.97
24089,1956,SLV,1735.62
24090,1957,SLV,1656.56
24091,1958,SLV,1935.54
24092,1959,SLV,1575.02
24093,1960,SLV,2044.24
24094,1961,SLV,1728.7
24095,1962,SLV,1884.26
24096,1963,SLV,1561.39
24097,1964,SLV,1744.8
24098,1965,SLV,1565.6499999999999
24099,1966,SLV,2029.68
24100,1967,SLV,1334.17
24101,1968,SLV,1900.95
24102,1969,SLV,2384.45
24103,1970,SLV,2084.42
24104,1971,SLV,1370.03
24105,1972,SLV,1237.9199999999998
24106,1973,SLV,1892.5
24107,1974,SLV,1814.29
24108,1975,SLV,1574.22
24109,1976,SLV,1472.27
24110,1977,SLV,1373.42
24111,1978,SLV,1632.05
24112,1979,SLV,2129.81
24113,1980,SLV,1896.78
24114,1981,SLV,2010.8400000000001
24115,1982,SLV,1616.19
24116,1983,SLV,1626.1200000000001
24117,1984,SLV,1745.1000000000001
24118,1985,SLV,1479.19
24119,1986,SLV,1305.72
24120,1987,SLV,1427.63
24121,1988,SLV,2224.59
24122,1989,SLV,1822.69
24123,1990,SLV,1504.14
24124,1991,SLV,1514.58
24125,1992,SLV,2195.67
24126,1993,SLV,1959.4199999999998
24127,1994,SLV,1325.55
24128,1995,SLV,1884.77
24129,1996,SLV,1891.16
24130,1997,SLV,1681.2
24131,1998,SLV,1719.94
24132,1999,SLV,1673.31
24133,2000,SLV,1686.79
24134,2001,SLV,1632.1100000000001
24135,2002,SLV,1551.68
24136,2003,SLV,1614.6599999999999
24137,2004,SLV,1678.6
24138,2005,SLV,1765.38
24139,2006,SLV,1916.21
24140,2007,SLV,1662.8799999999999
24141,2008,SLV,1991.1
24142,2009,SLV,1453.15
24143,2010,SLV,1769.46
24144,2011,SLV,1748.15
24145,2012,SLV,1648.12
24146,2013,SLV,1953.69
24147,2014,SLV,1488.99
24148,2015,SLV,1604.86
24149,2016,SLV,1677.42
24150,2017,SLV,1693.24
24151,2018,SLV,1574.03
24152,2019,SLV,1379.1699999999998
24153,2020,SLV,1708.3899999999999
24154,2021,SLV,1656.67
24155,2022,SLV,1735.03
24156,1901,SMR,969.6800000000001
24157,1902,SMR,808.3299999999999
24158,1903,SMR,799.9200000000001
24159,1904,SMR,806.73
24160,1905,SMR,1141.8
24161,1906,SMR,816.02
24162,1907,SMR,772.53
24163,1908,SMR,698.14
24164,1909,SMR,838.24
24165,1910,SMR,1171.8
24166,1911,SMR,879.29
24167,1912,SMR,835.11
24168,1913,SMR,834.51
24169,1914,SMR,894.91
24170,1915,SMR,1097.73
24171,1916,SMR,985.05
24172,1917,SMR,942.89
24173,1918,SMR,755.85
24174,1919,SMR,839.06
24175,1920,SMR,839.85
24176,1921,SMR,626.38
24177,1922,SMR,704.99
24178,1923,SMR,758.19
24179,1924,SMR,764.18
24180,1925,SMR,752.73
24181,1926,SMR,952.04
24182,1927,SMR,720.52
24183,1928,SMR,969.6899999999999
24184,1929,SMR,714.48
24185,1930,SMR,895.38
24186,1931,SMR,739.03
24187,1932,SMR,945.9
24188,1933,SMR,896.71
24189,1934,SMR,887.41
24190,1935,SMR,816.19
24191,1936,SMR,810.17
24192,1937,SMR,1274.93
24193,1938,SMR,707.86
24194,1939,SMR,917.7
24195,1940,SMR,922.06
24196,1941,SMR,933.13
24197,1942,SMR,767.09
24198,1943,SMR,757.99
24199,1944,SMR,784.61
24200,1945,SMR,486.5
24201,1946,SMR,833.5799999999999
24202,1947,SMR,840.79
24203,1948,SMR,723.3199999999999
24204,1949,SMR,776.59
24205,1950,SMR,704.4200000000001
24206,1951,SMR,1020.19
24207,1952,SMR,730.88
24208,1953,SMR,758.93
24209,1954,SMR,771.07
24210,1955,SMR,791.74
24211,1956,SMR,759.26
24212,1957,SMR,696.68
24213,1958,SMR,831.5699999999999
24214,1959,SMR,994.11
24215,1960,SMR,1136.12
24216,1961,SMR,851.09
24217,1962,SMR,794.55
24218,1963,SMR,953.79
24219,1964,SMR,1028.41
24220,1965,SMR,878.34
24221,1966,SMR,954.1999999999999
24222,1967,SMR,675.68
24223,1968,SMR,894.87
24224,1969,SMR,909.7
24225,1970,SMR,678.01
24226,1971,SMR,637.68
24227,1972,SMR,913.41
24228,1973,SMR,828.86
24229,1974,SMR,692.4
24230,1975,SMR,883.14
24231,1976,SMR,1085.01
24232,1977,SMR,808.44
24233,1978,SMR,993.02
24234,1979,SMR,1011.09
24235,1980,SMR,1001.6600000000001
24236,1981,SMR,888.74
24237,1982,SMR,942.8299999999999
24238,1983,SMR,694.08
24239,1984,SMR,1062.3700000000001
24240,1985,SMR,687.4399999999999
24241,1986,SMR,876.99
24242,1987,SMR,950.64
24243,1988,SMR,715.11
24244,1989,SMR,788.46
24245,1990,SMR,798.42
24246,1991,SMR,989.64
24247,1992,SMR,878.62
24248,1993,SMR,759.7
24249,1994,SMR,768.02
24250,1995,SMR,814.38
24251,1996,SMR,1103.1699999999998
24252,1997,SMR,795.28
24253,1998,SMR,846.99
24254,1999,SMR,912.26
24255,2000,SMR,733.88
24256,2001,SMR,805.7
24257,2002,SMR,1006.52
24258,2003,SMR,706.6600000000001
24259,2004,SMR,908.4100000000001
24260,2005,SMR,966.11
24261,2006,SMR,654.05
24262,2007,SMR,675.65
24263,2008,SMR,909.8199999999999
24264,2009,SMR,786.95
24265,2010,SMR,1041.28
24266,2011,SMR,655.1
24267,2012,SMR,698.9399999999999
24268,2013,SMR,886.75
24269,2014,SMR,1037.89
24270,2015,SMR,618.4200000000001
24271,2016,SMR,745.5500000000001
24272,2017,SMR,562.49
24273,2018,SMR,737.88
24274,2019,SMR,973.66
24275,2020,SMR,784.48
24276,2021,SMR,686.8100000000001
24277,2022,SMR,577.0899999999999
24278,1901,SOM,301.44
24279,1902,SOM,299.93
24280,1903,SOM,253.79
24281,1904,SOM,261.3
24282,1905,SOM,317.48
24283,1906,SOM,317.51
24284,1907,SOM,303.28
24285,1908,SOM,263.15
24286,1909,SOM,252.16
24287,1910,SOM,264.78000000000003
24288,1911,SOM,256.77
24289,1912,SOM,283.95
24290,1913,SOM,323.64
24291,1914,SOM,227.47
24292,1915,SOM,193.65
24293,1916,SOM,210.85
24294,1917,SOM,236.44
24295,1918,SOM,226.27
24296,1919,SOM,248.89000000000001
24297,1920,SOM,302.77
24298,1921,SOM,218.10999999999999
24299,1922,SOM,282.61
24300,1923,SOM,397.0
24301,1924,SOM,248.75
24302,1925,SOM,276.95
24303,1926,SOM,322.3
24304,1927,SOM,275.99
24305,1928,SOM,248.17
24306,1929,SOM,260.37
24307,1930,SOM,265.2
24308,1931,SOM,227.75
24309,1932,SOM,244.3
24310,1933,SOM,246.68
24311,1934,SOM,240.68
24312,1935,SOM,268.35
24313,1936,SOM,288.74
24314,1937,SOM,303.53
24315,1938,SOM,212.76
24316,1939,SOM,168.67000000000002
24317,1940,SOM,240.88
24318,1941,SOM,286.7
24319,1942,SOM,224.44
24320,1943,SOM,168.42
24321,1944,SOM,223.35
24322,1945,SOM,191.07
24323,1946,SOM,197.25
24324,1947,SOM,228.03
24325,1948,SOM,207.2
24326,1949,SOM,164.39
24327,1950,SOM,192.39
24328,1951,SOM,409.9
24329,1952,SOM,187.33
24330,1953,SOM,234.68
24331,1954,SOM,206.81
24332,1955,SOM,159.72
24333,1956,SOM,217.25
24334,1957,SOM,313.81
24335,1958,SOM,202.04
24336,1959,SOM,212.12
24337,1960,SOM,290.63
24338,1961,SOM,370.8
24339,1962,SOM,237.04
24340,1963,SOM,336.29
24341,1964,SOM,280.81
24342,1965,SOM,291.32
24343,1966,SOM,266.04
24344,1967,SOM,413.41
24345,1968,SOM,409.51
24346,1969,SOM,262.37
24347,1970,SOM,226.99
24348,1971,SOM,236.54999999999998
24349,1972,SOM,349.7
24350,1973,SOM,220.14000000000001
24351,1974,SOM,198.74
24352,1975,SOM,204.15
24353,1976,SOM,277.18
24354,1977,SOM,343.56
24355,1978,SOM,264.2
24356,1979,SOM,290.67
24357,1980,SOM,186.9
24358,1981,SOM,334.62
24359,1982,SOM,353.07
24360,1983,SOM,210.57000000000002
24361,1984,SOM,230.78
24362,1985,SOM,231.1
24363,1986,SOM,251.85
24364,1987,SOM,281.77
24365,1988,SOM,275.01
24366,1989,SOM,342.99
24367,1990,SOM,277.71000000000004
24368,1991,SOM,230.07
24369,1992,SOM,234.26
24370,1993,SOM,254.08
24371,1994,SOM,291.75
24372,1995,SOM,263.13
24373,1996,SOM,234.38
24374,1997,SOM,342.55
24375,1998,SOM,264.68
24376,1999,SOM,258.01
24377,2000,SOM,274.56
24378,2001,SOM,249.27
24379,2002,SOM,281.94
24380,2003,SOM,278.85
24381,2004,SOM,283.3
24382,2005,SOM,274.9
24383,2006,SOM,288.22
24384,2007,SOM,294.29
24385,2008,SOM,268.93
24386,2009,SOM,260.47
24387,2010,SOM,259.8
24388,2011,SOM,295.01
24389,2012,SOM,263.61
24390,2013,SOM,289.36
24391,2014,SOM,266.57
24392,2015,SOM,298.46999999999997
24393,2016,SOM,285.33
24394,2017,SOM,348.34000000000003
24395,2018,SOM,300.78000000000003
24396,2019,SOM,334.96999999999997
24397,2020,SOM,261.08
24398,2021,SOM,300.11
24399,2022,SOM,330.82
24400,1901,SPM,1196.17
24401,1902,SPM,1194.33
24402,1903,SPM,1159.31
24403,1904,SPM,1304.09
24404,1905,SPM,1225.78
24405,1906,SPM,1357.71
24406,1907,SPM,1397.88
24407,1908,SPM,1173.88
24408,1909,SPM,1327.31
24409,1910,SPM,1299.59
24410,1911,SPM,1285.27
24411,1912,SPM,1301.41
24412,1913,SPM,1236.59
24413,1914,SPM,1203.55
24414,1915,SPM,1189.47
24415,1916,SPM,1176.23
24416,1917,SPM,1312.83
24417,1918,SPM,1218.6
24418,1919,SPM,1342.22
24419,1920,SPM,1199.48
24420,1921,SPM,1273.2
24421,1922,SPM,1241.8
24422,1923,SPM,1291.85
24423,1924,SPM,1251.46
24424,1925,SPM,1330.96
24425,1926,SPM,1258.9
24426,1927,SPM,1193.94
24427,1928,SPM,1237.6399999999999
24428,1929,SPM,1210.76
24429,1930,SPM,1294.82
24430,1931,SPM,1230.21
24431,1932,SPM,1210.72
24432,1933,SPM,1101.73
24433,1934,SPM,1104.6399999999999
24434,1935,SPM,1236.72
24435,1936,SPM,1230.51
24436,1937,SPM,1158.51
24437,1938,SPM,1150.08
24438,1939,SPM,1189.6299999999999
24439,1940,SPM,1156.26
24440,1941,SPM,1249.42
